"","Name","Country","Region","Winery","Rating","NumberOfRatings","Price","Year","Type"
"1114","Château Brassac Bordeaux Supérieur 2015","France","Bordeaux Supérieur","Kressmann",3.3,139,9.26,"2015","Red"
"1115","Autour de Jonquières Terrasses du Larzac 2015","France","Terrasses du Larzac","Mas Jullien",4,139,31.39,"2015","Red"
"1116","La Rosine Syrah 2017","France","Collines Rhodaniennes","Michel & Stéphane Ogier",4,139,19.9,"2017","Red"
"1117","Saint-Joseph Lieu-Dit 2016","France","Saint-Joseph","E. Guigal",4.4,139,46.64,"2016","Red"
"1118","Kurni Marche 2017","Italy","Marche","Oasi degli Angeli",4.6,139,106.6,"2017","Red"
"1119","Mi Pueblo Cabernet Sauvignon 2019","Chile","Central Valley","Viña Maipo",3.3,139,6.5,"2019","Red"
"1120","Jois Blaufrankisch 2016","Austria","Burgenland","Scheiblhofer",3.8,139,26.22,"2016","Red"
"1121","San Nicolao Barbera d'Asti 2018","Italy","Barbera d'Asti","Vite Colte",3.2,139,6.1,"2018","Red"
"1122","Haut-Médoc 2014","France","Haut-Médoc","Château Fontesteau",3.7,139,18.86,"2014","Red"
"1123","Pomerol 2012","France","Pomerol","Château Latour à Pomerol",4.3,139,101.74,"2012","Red"
"1124","Mercurey 1er Cru Clos du Roy 2017","France","Mercurey","Faiveley",4,139,33.9,"2017","Red"
"1125","Vinha Grande Douro 2017","Portugal","Douro","Casa Ferreirinha",4,1392,12.63,"2017","Red"
"1126","Sapaio Bolgheri Volpolo 2015","Italy","Bolgheri","Podere Sapaio",3.9,1393,23.37,"2015","Red"
"1127","Saint-Julien 2008","France","Saint-Julien","Château Gloria",3.8,1395,54.95,"2008","Red"
"1128","Romántica Crianza 2017","Spain","Ribera del Duero","Bodega de Bardos",3.9,140,10.89,"2017","Red"
"1129","Cabernet Sauvignon 2019","Argentina","Tupungato","Domaine Bousquet",3.7,140,7.27,"2019","Red"
"1130","Lapa Cabernet Sauvignon 2012","South Africa","Stellenbosch","Guardian Peak",3.9,140,29,"2012","Red"
"1131","Santa Cecilia Nero d'Avola 2016","Italy","Terre Siciliane","Planeta",4,140,21,"2016","Red"
"1132","Rully Red 2017","France","Rully","Joseph Drouhin",3.7,140,22.78,"2017","Red"
"1133","Merlot 2016","United States","California","Spellbound",3.9,140,14.49,"2016","Red"
"1134","Éo Noir 2014","Switzerland","Zürich","Staatskellerei Zürich",3.9,140,70.19,"2014","Red"
"1135","Galpin Peak Pinot Noir 2018","South Africa","Hemel-en-Aarde Valley","Bouchard Finlayson",4.1,140,34.95,"2018","Red"
"1136","Shavkapito 2017","Georgia","Kakheti","Mukhrani",4.4,140,16.9,"2017","Red"
"1137","Hill of Grace 2008","Australia","Eden Valley","Henschke",4.5,140,650,"2008","Red"
"1138","Fleurie Hospice de Belleville 2015","France","Fleurie","Joseph Drouhin",3.6,140,14.53,"2015","Red"
"1139","Cabernet Sauvignon 2016","United States","California","Gnarly Head",3.6,1400,12.1,"2016","Red"
"1140","Morgon 2018","France","Morgon","Domaine Mathieu & Camille Lapierre",4.1,1401,21.9,"2018","Red"
"1141","Joven Roble Tinto 2018","Spain","Ribera del Duero","Pago de Los Capellanes",4.1,1404,14.9,"2018","Red"
"1142","Haut-Médoc (Grand Cru Classé) 2011","France","Haut-Médoc","Château La Tour Carnet",3.9,1407,44.96,"2011","Red"
"1143","Margaux (Grand Cru Classé) 2004","France","Margaux","Château Giscours",4.2,1409,70.19,"2004","Red"
"1144","Saint-Julien (Grand Cru Classé) 2006","France","Saint-Julien","Château Léoville Barton",4.2,1409,89,"2006","Red"
"1145","Spätburgunder 2015","Germany","Pfalz","A. Christmann",3.7,141,16.95,"2015","Red"
"1146","Alto 2013","Argentina","Mendoza","Alta Vista",4.3,141,54,"2013","Red"
"1147","Nuits-Saint-Georges 2014","France","Nuits-Saint-Georges","Bouchard Père & Fils",3.8,141,41.72,"2014","Red"
"1148","Cocciapazza Montepulciano d'Abruzzo 2016","Italy","Montepulciano d'Abruzzo","Torre dei Beati",4.1,141,29.35,"2016","Red"
"1149","Alentejano Reserva Tinto 2016","Portugal","Alentejano","Terra d'Alter",4.1,141,8.45,"2016","Red"
"1150","Bricco della Bigotta Barbera d'Asti 2015","Italy","Barbera d'Asti","Braida",4.2,141,49.9,"2015","Red"
"1151","Sassella Valtellina Superiore 2009","Italy","Valtellina Superiore","Aldo Rainoldi",3.5,141,12.51,"2009","Red"
"1152","Reserva 2014","Spain","Rioja","Rioja Vega",3.7,141,11.45,"2014","Red"
"1153","Pomerol 2014","France","Pomerol","Château Bourgneuf (Vieux Château Bourgneuf)",3.8,141,42.89,"2014","Red"
"1154","Les P’tits Galets Rouge 2015","France","Gard","Rocca Maura",3.4,141,4.83,"2015","Red"
"1155","Barolo 2010","Italy","Barolo","Aurelio Settimo",3.9,141,39.19,"2010","Red"
"1156","Barolo Bricco Rocche 2013","Italy","Barolo","Ceretto",4,141,193.03,"2013","Red"
"1157","Saint-Julien (Grand Cru Classé) 2009","France","Saint-Julien","Château Branaire-Ducru",4.2,1410,86.18,"2009","Red"
"1158","Prado Enea Gran Reserva 2011","Spain","Rioja","Muga",4.3,1411,53.51,"2011","Red"
"1159","CrossBarn Cabernet Sauvignon 2014","United States","Napa Valley","Paul Hobbs",4.2,1413,75.69,"2014","Red"
"1160","Appassite Negroamaro - Primitivo 2018","Italy","Puglia","Luna Argenta",4.2,1413,9.66,"2018","Red"
"1161","Chianti Classico 2016","Italy","Chianti Classico","Fontodi",3.9,1414,21.24,"2016","Red"
"1162","60 Sessantanni Old Vines Primitivo di Manduria 2015","Italy","Primitivo di Manduria","San Marzano",4.5,14148,30.95,"2015","Red"
"1163","Evenstad Reserve Pinot Noir 2014","United States","Willamette Valley","Domaine Serene",4.4,1417,89,"2014","Red"
"1164","Mandus Primitivo di Manduria 2017","Italy","Primitivo di Manduria","Pietra Pura",4.1,1418,11.95,"2017","Red"
"1165","Chaminé Tinto 2018","Portugal","Alentejano","Cortes de Cima",3.8,1418,9.16,"2018","Red"
"1166","Estate Tannat - Merlot (Varietales) 2016","Uruguay","San José","Bodega Garzón",3.5,142,14.29,"2016","Red"
"1167","Pinot Noir 2014","United States","Anderson Valley","Domaine Anderson",4,142,57.42,"2014","Red"
"1168","Chianti Pontormo 2017","Italy","Chianti","Castelli del Grevepesa",3.4,142,6.45,"2017","Red"
"1169","Ai Suma Barbera d'Asti 2016","Italy","Barbera d'Asti","Braida",4.4,142,68.65,"2016","Red"
"1170","Principe Spinelli 2018","Italy","Calabria","Tenuta Iuzzolini",3.9,142,9.65,"2018","Red"
"1171","Il Torrino 2015","Italy","Toscana","Poggio Alla Sala",3.7,142,8.37,"2015","Red"
"1172","Baga ao Sol Unoaked 2015","Portugal","Alentejano","Fitapreta",4.2,142,21.45,"2015","Red"
"1173","Haut-Médoc (Grand Cru Classé) 2016","France","Haut-Médoc","Château de Camensac",3.8,142,56.6,"2016","Red"
"1174","Bruno Rosso 2016","Italy","Lugana","Bulgarini",3.9,142,9.9,"2016","Red"
"1175","Amaranta Montepulciano d'Abruzzo 2017","Italy","Montepulciano d'Abruzzo","Tenuta Ulisse",4.2,142,17.81,"2017","Red"
"1176","Flor de Primavera Peraj Ha'abib 2013","Spain","Montsant","Capçanes",3.9,142,58.39,"2013","Red"
"1177","Contraste Tinto 2016","Portugal","Douro","Conceito",3.6,142,9.9,"2016","Red"
"1178","Saint-Estèphe 2016","France","Saint-Estèphe","Château Sérilhan",3.9,142,18.95,"2016","Red"
"1179","Saint-Émilion Grand Cru 2016","France","Saint-Émilion Grand Cru","Château La Couronne",4.1,142,22.5,"2016","Red"
"1180","Grand Vin Minervois La Livinière 2016","France","Minervois La Livinière","L'Ostal Cazes",3.9,142,18.99,"2016","Red"
"1181","Juliénas Pur Ju... 2018","France","Juliénas","Les Bertrand",4.2,142,20.37,"2018","Red"
"1182","Shiraz 2018","Australia","McLaren Vale","Soldiers Block",3.5,142,9.29,"2018","Red"
"1183","Bordeaux (Merlot - Cabernet Sauvignon) 2014","France","Bordeaux","Château La Freynelle",3.4,142,9.45,"2014","Red"
"1184","Primitivo - Merlot Zolla 2018","Italy","Puglia","Vigneti del Salento",3.9,142,7.26,"2018","Red"
"1185","Valpolicella Ripasso Classico Superiore 2016","Italy","Valpolicella Ripasso","Le Ragose",4,142,19.4,"2016","Red"
"1186","Art de Vivre Rouge 2015","France","Languedoc","Gérard Bertrand",3.8,142,15.95,"2015","Red"
"1187","Almiréz 2015","Spain","Toro","Teso La Monja",3.9,1420,15.9,"2015","Red"
"1188","Próximo Rioja 2016","Spain","Rioja","Marqués de Riscal",3.7,1423,7.27,"2016","Red"
"1189","Côte-Rôtie Brune & Blonde de Guigal 2009","France","Côte-Rôtie","E. Guigal",4.1,1423,92,"2009","Red"
"1190","Brunello di Montalcino 2012","Italy","Brunello di Montalcino","Biondi-Santi",4.5,1424,139.4,"2012","Red"
"1191","Insigne Carmenère 2017","Chile","Rapel Valley","Carmen",3.7,1426,8.49,"2017","Red"
"1192","Tinto 2015","Spain","Toro","Bodegas San Román",4.3,1427,32.5,"2015","Red"
"1193","Haut-Médoc 2007","France","Haut-Médoc","Château Sociando-Mallet",3.9,1429,43.87,"2007","Red"
"1194","Montsant Besllum 2012","Spain","Montsant","Malondro",3.6,143,9.95,"2012","Red"
"1195","Aglianico Del Vulture Piano Del Cerro 2017","Italy","Aglianico del Vulture","Vigneti del Vulture",4.1,143,13.9,"2017","Red"
"1196","Rosso di Montalcino 2017","Italy","Rosso di Montalcino","Poggio Antico",4,143,23.73,"2017","Red"
"1197","Bordeaux Rouge 2016","France","Bordeaux","Château Pierrousselle",3.7,143,5.74,"2016","Red"
"1198","Garnacha Tinta 2018","Spain","Terra Alta","La Picossa",3.3,143,9.15,"2018","Red"
"1199","Inedito 2016","Italy","Toscana","Terre del Marchesato",3.7,143,12.56,"2016","Red"
"1200","Croix de Beaucaillou Saint-Julien 2016","France","Saint-Julien","Château Ducru-Beaucaillou",4.1,143,52.95,"2016","Red"
"1201","Barbaresco 2008","Italy","Barbaresco","Casetta",4,143,26.5,"2008","Red"
"1202","Janus Gran Reserva 1995","Spain","Ribera del Duero","Tinto Pesquera",4.3,143,145.19,"1995","Red"
"1203","Mantsch Lagrein Riserva 2016","Italy","Trentino-Alto Adige","Colterenzio (Schreckbichl)",3.7,143,19.01,"2016","Red"
"1204","Vina Imas Gold Edition Gran Reserva 2012","Spain","Rioja","Baron de Ley",4.3,143,21.99,"2012","Red"
"1205","Synera Tinto 2018","Spain","Catalunya","Ramón Roqueta",3,143,6.5,"2018","Red"
"1206","De Garage Rioja 2015","Spain","Rioja","Baigorri",4.1,143,37.82,"2015","Red"
"1207","Les Challeys Saint-Joseph 2018","France","Saint-Joseph","Delas",3.7,143,25.02,"2018","Red"
"1208","Barbera d’Alba Vigna Martina 2017","Italy","Barbera d'Alba","Elio Grasso",4,143,31.45,"2017","Red"
"1209","Brunello di Montalcino Vigneto Manachiara 2010","Italy","Brunello di Montalcino","Tenute Silvio Nardi",4.2,143,77.55,"2010","Red"
"1210","Pruno Sangiovese Riserva 2012","Italy","Romagna","Drei Donà - Tenuta La Palazza",4,143,29.13,"2012","Red"
"1211","Aigle Les Murailles Rouge 2018","Switzerland","Aigle","Henri Badoux",3.7,143,27.75,"2018","Red"
"1212","Les Terrasses Velles Vinyes Priorat 2011","Spain","Priorat","Álvaro Palacios",4.1,1433,70.18,"2011","Red"
"1213","Montebruna Barbera d'Asti 2016","Italy","Barbera d'Asti","Braida",3.8,1434,15.5,"2016","Red"
"1214","Brunello di Montalcino 2011","Italy","Brunello di Montalcino","Ciacci Piccolomini d'Aragona",4.2,1436,34.44,"2011","Red"
"1215","Saint-Estèphe 2010","France","Saint-Estèphe","Château Phélan Ségur",4.1,1437,58.39,"2010","Red"
"1216","Castillon - Côtes de Bordeaux 2005","France","Castillon - Côtes de Bordeaux","Clos Puy Arnaud",4.1,144,32.95,"2005","Red"
"1217","Brunello di Montalcino 2012","Italy","Brunello di Montalcino","Le Macioche",4.1,144,56.76,"2012","Red"
"1218","Ars Nova 2010","Spain","Navarra","Bodega Tandem",3.6,144,11.89,"2010","Red"
"1219","Giusto di Notri Toscana 2017","Italy","Toscana","Tua Rita",4.2,144,58.39,"2017","Red"
"1220","In Violas Merlot 2012","Italy","Cortona","Poliziano",3.9,144,16.53,"2012","Red"
"1221","Vineyards Merlot 2019","Argentina","Mendoza","Trapiche",3.5,144,5.25,"2019","Red"
"1222","Rubeno Lagrein 2018","Italy","Südtirol - Alto Adige","Andrian",3.8,144,11.5,"2018","Red"
"1223","Pomerol 2003","France","Pomerol","Château Clinet",4.2,144,128.9,"2003","Red"
"1224","Château Pimorin Haut-Médoc 2010","France","Haut-Médoc","Château Fontesteau",3.7,144,13.26,"2010","Red"
"1225","Pinot Noir 2016","Austria","Niederösterreich","Weingut Bründlmayer",3.9,144,27.15,"2016","Red"
"1226","Estate Carmenère 2017","Chile","Maipo Valley","De Martino",3.3,144,7.53,"2017","Red"
"1227","Lignum Penedès 2017","Spain","Penedès","Albet i Noya",3.8,144,10.6,"2017","Red"
"1228","Aires Montepulciano d'Abruzzo 2017","Italy","Montepulciano d'Abruzzo","Fosso Corno",3.7,144,5.95,"2017","Red"
"1229","Pinotage 2017","South Africa","Stellenbosch","Simonsig",3.9,144,8.57,"2017","Red"
"1230","Shiraz 2017","South Africa","Stellenbosch","Zonnebloem",3.7,144,8.29,"2017","Red"
"1231","Bandol Rouge 2015","France","Bandol","Domaine de la Bégude",3.9,144,29.9,"2015","Red"
"1232","Ripasso Valpolicella Classico Superiore 2016","Italy","Valpolicella Ripasso Classico","Biscardo",3.9,144,11.9,"2016","Red"
"1233","Barolo Villero 2014","Italy","Barolo","Giacomo Fenocchio",4.1,144,39.9,"2014","Red"
"1234","Moulis-en-Médoc 2014","France","Moulis-en-Médoc","Château Duplessis",3.6,144,15.25,"2014","Red"
"1235","Christine 2013","South Africa","Constantia","Buitenverwachting",4.1,144,23.89,"2013","Red"
"1236","Ebbio Nebbiolo Langhe 2017","Italy","Langhe","Fontanafredda",3.6,1440,14.79,"2017","Red"
"1237","Tenuta Nuova Brunello di Montalcino 2013","Italy","Brunello di Montalcino","Casanova di Neri",4.5,1443,77.5,"2013","Red"
"1238","Cabernet Sauvignon (Cabernet Franc - Syrah) 2015","Chile","Rapel Valley","Trio",3.6,1448,11.47,"2015","Red"
"1239","Sangiovese Toscana 2018","Italy","Toscana","Caparzo",3.8,1448,6.3,"2018","Red"
"1240","Saint-Emilion Grand Cru 2016","France","Saint-Émilion Grand Cru","Château Fleur de Lisse",3.9,145,37.04,"2016","Red"
"1241","Montepulciano d'Abruzzo 2018","Italy","Montepulciano d'Abruzzo","Caleo",3.4,145,5.49,"2018","Red"
"1242","Orphan Bank Shiraz 2016","Australia","Barossa","Langmeil",4.3,145,37.98,"2016","Red"
"1243","Negru de Purcari 2017","Moldova","South Eastern","Château Purcari",4.4,145,29.98,"2017","Red"
"1244","Signatures Single Vineyard Collection Cabernet Franc 2015","South Africa","Wellington","Doolhof Wine Estate",4.1,145,17.6,"2015","Red"
"1245","Boğazkere - Öküzgözü 2017","Turkey","Thrace","Suvla",3.6,145,11.5,"2017","Red"
"1246","Primitivo 2018","Italy","Puglia","A Mano",3.6,145,6.99,"2018","Red"
"1247","Selección Finca el Grajo Viejo 2015","Spain","Ribera del Duero","Protos",4.4,145,54.95,"2015","Red"
"1248","Cannonau 2018","Italy","Sardegna","Olianas",3.8,145,10.5,"2018","Red"
"1249","Beyer Ranch Zinfandel 2016","United States","Livermore Valley","Wente",3.9,145,11.48,"2016","Red"
"1250","Red 2015","South Africa","Swartland","Porseleinberg",4.1,145,58.39,"2015","Red"
"1251","Majuelos de Callejo 2006","Spain","Ribera del Duero","Callejo",3.8,145,29.15,"2006","Red"
"1252","Meifort 2017","South Africa","Constantia","Buitenverwachting",3.9,145,8.9,"2017","Red"
"1253","Moulin des Costes Bandol Rouge 2015","France","Bandol","Domaines Bunan",3.9,145,24.9,"2015","Red"
"1254","Bordeaux 2017","France","Bordeaux","Château Bel Air La Perriere",3.6,145,8.21,"2017","Red"
"1255","Alentejano Moon Harvested 2018","Portugal","Alentejano","Herdade dos Grous",4.3,145,26.9,"2018","Red"
"1256","Copa Santa La Méjanelle 2014","France","Languedoc","Clavel",3.8,145,17.9,"2014","Red"
"1257","Brunello di Montalcino Montosoli 2014","Italy","Brunello di Montalcino","Altesino",4.4,145,68.65,"2014","Red"
"1258","Tiara 2013","South Africa","Stellenbosch","Simonsig",4.2,145,20.89,"2013","Red"
"1259","5TA Generacion Gran Reserva Cabernet Sauvignon 2013","Argentina","San Rafael","Goyenechea",3.5,145,16.29,"2013","Red"
"1260","La Quintanilla 2012","Spain","Rioja","Baigorri",3.8,145,35.09,"2012","Red"
"1261","Barolo 2013","Italy","Barolo","Borgogno",3.9,1453,38.8,"2013","Red"
"1262","La Grola 2014","Italy","Verona","Allegrini",3.9,1454,18.42,"2014","Red"
"1263","Fonterutoli Chianti Classico 2017","Italy","Chianti Classico","Mazzei",3.8,1454,17.53,"2017","Red"
"1264","Barolo 2015","Italy","Barolo","Giacosa Fratelli",3.9,1458,24.19,"2015","Red"
"1265","The Barossan Shiraz 2016","Australia","Barossa Valley","Peter Lehmann",3.8,1458,17.18,"2016","Red"
"1266","Jenkins Ranch Pinot Noir 2014","United States","Sonoma Coast","Patz & Hall",4.2,146,89,"2014","Red"
"1267","Reserva Merlot 2018","Chile","Colchagua Valley","MontGras",3.3,146,11.19,"2018","Red"
"1268","Twins Red Blend (Malbec - Cabernet Sauvignon) 2018","Chile","Colchagua Valley","Montes",3.8,146,8.64,"2018","Red"
"1269","Prugnanello Rosso di Montepulciano 2015","Italy","Rosso di Montepulciano","Lunadoro",3.9,146,10.67,"2015","Red"
"1270","Ventale Valpolicella Superiore 2016","Italy","Valpolicella","Santi",3.7,146,9.9,"2016","Red"
"1271","Pieve Santa Restituta Sugarille Brunello di Montalcino 2013","Italy","Brunello di Montalcino","Gaja",4.5,146,149,"2013","Red"
"1272","Valpolicella Superiore 2018","Italy","Valpolicella","Zenato",3.9,146,9.75,"2018","Red"
"1273","Villa Blanche Marselan 2017","France","Pays d'Oc","Calmel & Joseph",3.9,146,6.77,"2017","Red"
"1274","Bolgheri Rosso 2018","Italy","Bolgheri","Le Macchiole",4,146,21.24,"2018","Red"
"1275","Organic Shiraz 2017","Australia","South Australia","Farm Hand",3.8,146,7.69,"2017","Red"
"1276","Bramare Marchiori Vineyard Malbec 2017","Argentina","Mendoza","Viña Cobos",4.6,146,74.99,"2017","Red"
"1277","Les Terrasses de Saint Christophe Saint-Émilion Grand Cru 2016","France","Saint-Émilion Grand Cru","Château Tour Saint-Christophe",4,146,18.5,"2016","Red"
"1278","Fetească Neagră 2017","Romania","Dealurile Olteniei","La Cetate",3.8,146,13.5,"2017","Red"
"1279","Añares Crianza Rioja 2017","Spain","Rioja","Bodegas Olarra",3.6,146,5.79,"2017","Red"
"1280","Za Inspiraciju Vrhunsko Plavac Mali Barrique 2015","Croatia","Srednja I Juzna Dalmacija","Stina",4,146,18.9,"2015","Red"
"1281","Sfursat di Valtellina 2014","Italy","Sforzato della Valtellina","Aldo Rainoldi",4.1,146,29.05,"2014","Red"
"1282","Poggio alle Mura Brunello di Montalcino Riserva 2010","Italy","Brunello di Montalcino","Banfi",4.2,146,73.62,"2010","Red"
"1283","Lote D Syrah 2015","Chile","Colchagua Valley","Polkura",3.9,146,19.3,"2015","Red"
"1284","Ultra Malbec 2017","Argentina","Mendoza","Kaiken",4,146,16.09,"2017","Red"
"1285","Cabernet Sauvignon 2017","South Africa","Stellenbosch","Lanzerac",4,146,12.5,"2017","Red"
"1286","Roccardo Langhe Nebbiolo 2017","Italy","Langhe","Rocche Costamagna",4,146,14.9,"2017","Red"
"1287","Reserva Tannat 2014","Brazil","Serra Gaúcha","Don Guerino",3.5,146,13.6,"2014","Red"
"1288","Vineyard Selection Shiraz 2017","South Africa","Stellenbosch","Kleine Zalze",4,146,14.9,"2017","Red"
"1289","Pessac-Léognan (Grand Cru Classé de Graves) 1999","France","Pessac-Léognan","Château de Fieuzal",3.9,146,51.23,"1999","Red"
"1290","Medalla Real (Gran Reserva) Cabernet Sauvignon 2016","Chile","Maipo Valley","Santa Rita",3.6,1461,13.15,"2016","Red"
"1291","Margaux (Grand Cru Classé) 2005","France","Margaux","Château Lascombes",4.4,1464,127.95,"2005","Red"
"1292","Prazo de Roriz Douro 2016","Portugal","Douro","Prats & Symington (P+S)",3.9,1467,9.5,"2016","Red"
"1293","The Octavius Old Vine Shiraz 2013","Australia","Barossa Valley","Yalumba",4.2,147,117.2,"2013","Red"
"1294","Killerman's Run Shiraz - Grenache 2010","Australia","Clare Valley","Kilikanoon",3.7,147,14.8,"2010","Red"
"1295","Brunello di Montalcino Riserva Pianrosso Santa Caterina d'Oro 2012","Italy","Brunello di Montalcino","Ciacci Piccolomini d'Aragona",4.5,147,116,"2012","Red"
"1296","Amstramgram L'Epicurius 2018","France","Pays d'Oc","Calmel & Joseph",3.8,147,7.75,"2018","Red"
"1297","Pessac-Léognan (Grand Cru Classé de Graves) 2016","France","Pessac-Léognan","Château Bouscaut",4,147,48.79,"2016","Red"
"1298","Angelin Langhe Nebbiolo 2018","Italy","Langhe","Negro Angelo",3.7,147,12.9,"2018","Red"
"1299","Cuvée Frangin Red 2014","United States","Columbia Valley","Betz Family Winery",4.1,147,42.09,"2014","Red"
"1300","Saint-Julien (Grand Cru Classé) 2015","France","Saint-Julien","Château Ducru-Beaucaillou",4.6,147,192.56,"2015","Red"
"1301","Pagodes de Cos 2015","France","Saint-Estèphe","Cos d'Estournel",4.1,147,56.54,"2015","Red"
"1302","Saint-Émilion Grand Cru 2015","France","Saint-Émilion Grand Cru","Château Lalande de Gravet",3.9,147,30.65,"2015","Red"
